record_id,student_id,student_name,roll_number,date,status,confidence,class_name,subject_name,detection_method,camera_id,frame_count,processing_time_ms,created_at
rec-001124,student-024,Student 24,2024-CS-024,2026-04-21,present,96.61,Class C,Computer Science,yolo-arcface,cam-lab-01,5,148.6,2026-04-21T09:28:00Z
rec-001125,student-025,Student 25,2024-CS-025,2026-04-21,late,81.95,Class A,Physics,yolo-arcface,cam-lab-01,18,158.3,2026-04-21T09:40:00Z
rec-001126,student-026,Student 26,2024-CS-026,2026-04-21,present,82.2,Class B,Mathematics,yolo-arcface,cam-lab-01,24,43.8,2026-04-21T09:42:00Z
rec-001127,student-027,Student 27,2024-CS-027,2026-04-21,present,95.79,Class A,English,yolo-arcface,cam-lab-01,10,149.5,2026-04-21T09:17:00Z
rec-001128,student-028,Student 28,2024-CS-028,2026-04-21,present,88.8,Class C,Computer Science,face-api,cam-lab-01,25,175.7,2026-04-21T09:41:00Z
rec-001129,student-029,Student 29,2024-CS-029,2026-04-21,present,93.31,Class A,Chemistry,manual,,5,0,2026-04-21T09:34:00Z
rec-001130,student-030,Student 30,2024-CS-030,2026-04-21,present,99.37,Class C,Mathematics,face-api,cam-classroom-01,18,137.0,2026-04-21T09:42:00Z
rec-001131,student-031,Student 31,2024-CS-031,2026-04-21,absent,31.25,Class A,Physics,manual,,0,0,2026-04-21T09:53:00Z
rec-001132,student-032,Student 32,2024-CS-032,2026-04-21,present,93.06,Class A,Chemistry,manual,,17,0,2026-04-21T09:38:00Z
rec-001133,student-033,Student 33,2024-CS-033,2026-04-21,present,86.08,Class B,Physics,face-api,cam-classroom-02,13,95.3,2026-04-21T09:01:00Z
rec-001134,student-034,Student 34,2024-CS-034,2026-04-21,late,85.47,Class C,Physics,face-api,cam-classroom-02,6,148.1,2026-04-21T09:09:00Z
rec-001135,student-035,Student 35,2024-CS-035,2026-04-21,present,92.4,Class A,Mathematics,yolo-arcface,cam-lab-01,24,97.0,2026-04-21T09:20:00Z
rec-001136,student-036,Student 36,2024-CS-036,2026-04-21,present,90.85,Class A,English,face-api,cam-classroom-02,13,87.2,2026-04-21T09:16:00Z
rec-001137,student-037,Student 37,2024-CS-037,2026-04-21,present,93.43,Class C,Chemistry,face-api,cam-classroom-01,10,102.1,2026-04-21T09:31:00Z
rec-001138,student-038,Student 38,2024-CS-038,2026-04-21,present,77.35,Class B,English,yolo-arcface,cam-lab-01,4,117.3,2026-04-21T09:26:00Z
rec-001139,student-039,Student 39,2024-CS-039,2026-04-21,present,100,Class C,Chemistry,face-api,cam-lab-01,11,130.2,2026-04-21T09:06:00Z
rec-001140,student-040,Student 40,2024-CS-040,2026-04-21,present,82.09,Class B,English,yolo-arcface,cam-classroom-01,21,96.4,2026-04-21T09:54:00Z
rec-001141,student-041,Student 41,2024-CS-041,2026-04-21,present,96.54,Class A,Physics,yolo-arcface,cam-lab-01,20,220.5,2026-04-21T09:27:00Z
rec-001142,student-042,Student 42,2024-CS-042,2026-04-21,absent,25.88,Class B,Chemistry,manual,,0,0,2026-04-21T09:18:00Z
rec-001143,student-043,Student 43,2024-CS-043,2026-04-21,present,91.4,Class B,Chemistry,face-api,cam-classroom-02,3,203.9,2026-04-21T09:53:00Z
rec-001144,student-044,Student 44,2024-CS-044,2026-04-21,present,97.0,Class B,Mathematics,yolo-arcface,cam-classroom-01,23,137.8,2026-04-21T09:47:00Z
rec-001145,student-045,Student 45,2024-CS-045,2026-04-21,present,100,Class A,Chemistry,face-api,cam-classroom-02,12,172.4,2026-04-21T09:56:00Z
rec-001146,student-046,Student 46,2024-CS-046,2026-04-21,present,96.96,Class B,Computer Science,manual,,19,0,2026-04-21T09:40:00Z
rec-001147,student-047,Student 47,2024-CS-047,2026-04-21,present,92.11,Class B,Computer Science,face-api,cam-classroom-01,24,76.1,2026-04-21T09:29:00Z
rec-001148,student-048,Student 48,2024-CS-048,2026-04-21,absent,14.28,Class A,Mathematics,manual,,0,0,2026-04-21T09:38:00Z
rec-001149,student-049,Student 49,2024-CS-049,2026-04-21,present,100,Class C,English,face-api,cam-classroom-02,24,143.6,2026-04-21T09:34:00Z
rec-001150,student-050,Student 50,2024-CS-050,2026-04-21,present,98.78,Class A,Chemistry,manual,,23,0,2026-04-21T09:01:00Z
rec-001151,student-001,Student 1,2024-CS-001,2026-04-22,late,91.5,Class B,Chemistry,face-api,cam-classroom-02,14,80.3,2026-04-22T09:24:00Z
rec-001152,student-002,Student 2,2024-CS-002,2026-04-22,present,93.04,Class B,Computer Science,face-api,cam-classroom-01,6,58.6,2026-04-22T09:28:00Z
rec-001153,student-003,Student 3,2024-CS-003,2026-04-22,present,91.56,Class B,Physics,manual,,25,0,2026-04-22T09:05:00Z
rec-001154,student-004,Student 4,2024-CS-004,2026-04-22,present,81.9,Class C,Physics,manual,,12,0,2026-04-22T09:14:00Z
rec-001155,student-005,Student 5,2024-CS-005,2026-04-22,absent,34.02,Class B,Chemistry,manual,,0,0,2026-04-22T09:13:00Z
rec-001156,student-006,Student 6,2024-CS-006,2026-04-22,present,91.66,Class A,Computer Science,manual,,15,0,2026-04-22T09:36:00Z
rec-001157,student-007,Student 7,2024-CS-007,2026-04-22,present,93.89,Class C,Chemistry,manual,,21,0,2026-04-22T09:36:00Z
rec-001158,student-008,Student 8,2024-CS-008,2026-04-22,present,95.46,Class C,Mathematics,manual,,7,0,2026-04-22T09:08:00Z
rec-001159,student-009,Student 9,2024-CS-009,2026-04-22,present,88.09,Class A,Mathematics,manual,,11,0,2026-04-22T09:44:00Z
rec-001160,student-010,Student 10,2024-CS-010,2026-04-22,present,90.16,Class C,Chemistry,manual,,11,0,2026-04-22T09:56:00Z
rec-001161,student-011,Student 11,2024-CS-011,2026-04-22,present,99.94,Class B,English,manual,,4,0,2026-04-22T09:54:00Z
rec-001162,student-012,Student 12,2024-CS-012,2026-04-22,absent,21.83,Class B,Mathematics,manual,,0,0,2026-04-22T09:43:00Z
rec-001163,student-013,Student 13,2024-CS-013,2026-04-22,present,84.76,Class A,Computer Science,face-api,cam-classroom-02,10,121.3,2026-04-22T09:34:00Z
rec-001164,student-014,Student 14,2024-CS-014,2026-04-22,present,95.95,Class A,Physics,face-api,cam-lab-01,21,120.9,2026-04-22T09:27:00Z
rec-001165,student-015,Student 15,2024-CS-015,2026-04-22,absent,38.61,Class B,Computer Science,manual,,0,0,2026-04-22T09:04:00Z
rec-001166,student-016,Student 16,2024-CS-016,2026-04-22,present,90.02,Class C,Computer Science,face-api,cam-classroom-02,3,47.9,2026-04-22T09:15:00Z
rec-001167,student-017,Student 17,2024-CS-017,2026-04-22,present,93.37,Class C,Physics,face-api,cam-classroom-01,13,156.8,2026-04-22T09:49:00Z
rec-001168,student-018,Student 18,2024-CS-018,2026-04-22,present,82.32,Class A,Mathematics,yolo-arcface,cam-classroom-01,6,82.9,2026-04-22T09:24:00Z
rec-001169,student-019,Student 19,2024-CS-019,2026-04-22,present,86.41,Class A,Mathematics,manual,,5,0,2026-04-22T09:58:00Z
rec-001170,student-020,Student 20,2024-CS-020,2026-04-22,present,99.76,Class A,Mathematics,yolo-arcface,cam-lab-01,5,138.5,2026-04-22T09:03:00Z
rec-001171,student-021,Student 21,2024-CS-021,2026-04-22,present,90.02,Class C,Chemistry,yolo-arcface,cam-classroom-01,10,132.2,2026-04-22T09:29:00Z
rec-001172,student-022,Student 22,2024-CS-022,2026-04-22,present,95.46,Class B,Mathematics,manual,,6,0,2026-04-22T09:29:00Z
rec-001173,student-023,Student 23,2024-CS-023,2026-04-22,present,80.14,Class A,Mathematics,manual,,9,0,2026-04-22T09:00:00Z
rec-001174,student-024,Student 24,2024-CS-024,2026-04-22,present,100,Class A,Chemistry,face-api,cam-classroom-02,21,149.1,2026-04-22T09:22:00Z
rec-001175,student-025,Student 25,2024-CS-025,2026-04-22,present,90.97,Class A,Mathematics,face-api,cam-classroom-01,7,77.2,2026-04-22T09:19:00Z
rec-001176,student-026,Student 26,2024-CS-026,2026-04-22,present,83.32,Class C,Chemistry,yolo-arcface,cam-classroom-01,12,115.2,2026-04-22T09:09:00Z
rec-001177,student-027,Student 27,2024-CS-027,2026-04-22,present,88.04,Class C,Physics,face-api,cam-classroom-01,19,99.9,2026-04-22T09:15:00Z
rec-001178,student-028,Student 28,2024-CS-028,2026-04-22,present,98.05,Class A,Physics,yolo-arcface,cam-lab-01,14,51.9,2026-04-22T09:58:00Z
rec-001179,student-029,Student 29,2024-CS-029,2026-04-22,present,95.53,Class C,English,yolo-arcface,cam-lab-01,25,130.8,2026-04-22T09:44:00Z
rec-001180,student-030,Student 30,2024-CS-030,2026-04-22,present,78.42,Class B,Computer Science,manual,,12,0,2026-04-22T09:10:00Z
rec-001181,student-031,Student 31,2024-CS-031,2026-04-22,present,84.71,Class A,Physics,face-api,cam-classroom-02,18,120.7,2026-04-22T09:39:00Z
rec-001182,student-032,Student 32,2024-CS-032,2026-04-22,present,92.51,Class B,Physics,yolo-arcface,cam-classroom-01,13,133.7,2026-04-22T09:23:00Z
rec-001183,student-033,Student 33,2024-CS-033,2026-04-22,present,86.55,Class B,Physics,yolo-arcface,cam-lab-01,3,99.1,2026-04-22T09:37:00Z
rec-001184,student-034,Student 34,2024-CS-034,2026-04-22,late,86.51,Class B,Physics,yolo-arcface,cam-classroom-01,4,146.3,2026-04-22T09:56:00Z
rec-001185,student-035,Student 35,2024-CS-035,2026-04-22,present,91.38,Class A,Mathematics,face-api,cam-classroom-01,13,137.3,2026-04-22T09:53:00Z
rec-001186,student-036,Student 36,2024-CS-036,2026-04-22,present,88.31,Class C,Mathematics,face-api,cam-classroom-02,3,130.6,2026-04-22T09:59:00Z
rec-001187,student-037,Student 37,2024-CS-037,2026-04-22,present,89.16,Class A,Chemistry,yolo-arcface,cam-lab-01,10,93.6,2026-04-22T09:56:00Z
rec-001188,student-038,Student 38,2024-CS-038,2026-04-22,present,96.23,Class A,Physics,manual,,5,0,2026-04-22T09:56:00Z
rec-001189,student-039,Student 39,2024-CS-039,2026-04-22,absent,32.72,Class B,Computer Science,manual,,0,0,2026-04-22T09:20:00Z
rec-001190,student-040,Student 40,2024-CS-040,2026-04-22,present,88.24,Class A,Chemistry,manual,,10,0,2026-04-22T09:37:00Z
rec-001191,student-041,Student 41,2024-CS-041,2026-04-22,present,81.67,Class A,Computer Science,yolo-arcface,cam-classroom-01,10,104.4,2026-04-22T09:54:00Z
rec-001192,student-042,Student 42,2024-CS-042,2026-04-22,present,86.0,Class B,Chemistry,manual,,5,0,2026-04-22T09:04:00Z
rec-001193,student-043,Student 43,2024-CS-043,2026-04-22,present,88.5,Class C,English,yolo-arcface,cam-classroom-01,23,120.3,2026-04-22T09:20:00Z
rec-001194,student-044,Student 44,2024-CS-044,2026-04-22,present,86.19,Class B,English,manual,,25,0,2026-04-22T09:30:00Z
rec-001195,student-045,Student 45,2024-CS-045,2026-04-22,present,81.01,Class A,Physics,manual,,23,0,2026-04-22T09:14:00Z
rec-001196,student-046,Student 46,2024-CS-046,2026-04-22,late,98.51,Class B,Chemistry,yolo-arcface,cam-classroom-01,10,92.9,2026-04-22T09:59:00Z
rec-001197,student-047,Student 47,2024-CS-047,2026-04-22,late,92.16,Class B,English,yolo-arcface,cam-lab-01,20,177.5,2026-04-22T09:22:00Z
rec-001198,student-048,Student 48,2024-CS-048,2026-04-22,present,97.08,Class B,English,face-api,cam-classroom-02,17,83.9,2026-04-22T09:26:00Z
rec-001199,student-049,Student 49,2024-CS-049,2026-04-22,present,91.58,Class B,Physics,yolo-arcface,cam-classroom-02,13,118.7,2026-04-22T09:41:00Z
rec-001200,student-050,Student 50,2024-CS-050,2026-04-22,present,93.33,Class C,Mathematics,face-api,cam-classroom-02,12,146.4,2026-04-22T09:59:00Z
rec-001201,student-001,Student 1,2024-CS-001,2026-04-23,present,85.99,Class B,Physics,face-api,cam-lab-01,5,87.9,2026-04-23T09:21:00Z
rec-001202,student-002,Student 2,2024-CS-002,2026-04-23,present,97.8,Class B,Physics,manual,,24,0,2026-04-23T09:45:00Z
rec-001203,student-003,Student 3,2024-CS-003,2026-04-23,present,99.64,Class B,Mathematics,manual,,20,0,2026-04-23T09:49:00Z
rec-001204,student-004,Student 4,2024-CS-004,2026-04-23,present,100,Class C,Mathematics,yolo-arcface,cam-classroom-02,15,190.0,2026-04-23T09:41:00Z
rec-001205,student-005,Student 5,2024-CS-005,2026-04-23,present,88.28,Class A,English,face-api,cam-classroom-01,15,129.0,2026-04-23T09:33:00Z
rec-001206,student-006,Student 6,2024-CS-006,2026-04-23,present,100,Class C,English,manual,,17,0,2026-04-23T09:21:00Z
rec-001207,student-007,Student 7,2024-CS-007,2026-04-23,present,90.51,Class A,English,manual,,16,0,2026-04-23T09:28:00Z
rec-001208,student-008,Student 8,2024-CS-008,2026-04-23,late,92.76,Class B,Mathematics,face-api,cam-classroom-02,14,172.3,2026-04-23T09:51:00Z
rec-001209,student-009,Student 9,2024-CS-009,2026-04-23,present,100,Class B,Chemistry,yolo-arcface,cam-classroom-02,13,126.5,2026-04-23T09:20:00Z
rec-001210,student-010,Student 10,2024-CS-010,2026-04-23,present,98.24,Class A,Physics,manual,,4,0,2026-04-23T09:21:00Z
rec-001211,student-011,Student 11,2024-CS-011,2026-04-23,present,96.04,Class B,Physics,manual,,15,0,2026-04-23T09:25:00Z
rec-001212,student-012,Student 12,2024-CS-012,2026-04-23,present,79.35,Class B,Computer Science,yolo-arcface,cam-classroom-01,9,84.7,2026-04-23T09:10:00Z
rec-001213,student-013,Student 13,2024-CS-013,2026-04-23,present,92.85,Class A,Chemistry,manual,,8,0,2026-04-23T09:31:00Z
rec-001214,student-014,Student 14,2024-CS-014,2026-04-23,present,96.16,Class A,Physics,yolo-arcface,cam-classroom-02,12,203.6,2026-04-23T09:42:00Z
rec-001215,student-015,Student 15,2024-CS-015,2026-04-23,present,86.48,Class B,English,face-api,cam-classroom-02,8,130.8,2026-04-23T09:10:00Z
rec-001216,student-016,Student 16,2024-CS-016,2026-04-23,absent,40.75,Class C,Mathematics,manual,,0,0,2026-04-23T09:24:00Z
rec-001217,student-017,Student 17,2024-CS-017,2026-04-23,absent,41.33,Class A,Physics,manual,,0,0,2026-04-23T09:55:00Z
rec-001218,student-018,Student 18,2024-CS-018,2026-04-23,present,83.41,Class C,Chemistry,yolo-arcface,cam-classroom-02,8,146.0,2026-04-23T09:37:00Z
rec-001219,student-019,Student 19,2024-CS-019,2026-04-23,present,90.62,Class A,English,face-api,cam-classroom-01,3,76.6,2026-04-23T09:52:00Z
rec-001220,student-020,Student 20,2024-CS-020,2026-04-23,present,94.59,Class B,English,manual,,18,0,2026-04-23T09:36:00Z
rec-001221,student-021,Student 21,2024-CS-021,2026-04-23,present,85.14,Class B,Computer Science,face-api,cam-classroom-02,12,65.6,2026-04-23T09:39:00Z
rec-001222,student-022,Student 22,2024-CS-022,2026-04-23,late,73.74,Class C,English,face-api,cam-classroom-02,16,120.5,2026-04-23T09:24:00Z
rec-001223,student-023,Student 23,2024-CS-023,2026-04-23,late,100,Class A,Physics,face-api,cam-classroom-01,25,83.7,2026-04-23T09:17:00Z
rec-001224,student-024,Student 24,2024-CS-024,2026-04-23,late,84.66,Class C,Mathematics,manual,,12,0,2026-04-23T09:44:00Z
rec-001225,student-025,Student 25,2024-CS-025,2026-04-23,present,100,Class A,Computer Science,yolo-arcface,cam-classroom-01,20,69.6,2026-04-23T09:48:00Z
rec-001226,student-026,Student 26,2024-CS-026,2026-04-23,present,92.55,Class B,Physics,yolo-arcface,cam-lab-01,8,84.7,2026-04-23T09:02:00Z
rec-001227,student-027,Student 27,2024-CS-027,2026-04-23,present,100,Class B,Computer Science,manual,,17,0,2026-04-23T09:47:00Z
rec-001228,student-028,Student 28,2024-CS-028,2026-04-23,present,96.1,Class C,Physics,face-api,cam-classroom-02,15,149.5,2026-04-23T09:42:00Z
rec-001229,student-029,Student 29,2024-CS-029,2026-04-23,present,93.07,Class A,English,yolo-arcface,cam-classroom-01,17,165.9,2026-04-23T09:30:00Z
rec-001230,student-030,Student 30,2024-CS-030,2026-04-23,late,92.19,Class A,Computer Science,face-api,cam-classroom-01,8,148.9,2026-04-23T09:34:00Z
rec-001231,student-031,Student 31,2024-CS-031,2026-04-23,present,85.04,Class B,Physics,face-api,cam-classroom-02,5,117.2,2026-04-23T09:22:00Z
rec-001232,student-032,Student 32,2024-CS-032,2026-04-23,present,91.21,Class C,Chemistry,manual,,4,0,2026-04-23T09:13:00Z
rec-001233,student-033,Student 33,2024-CS-033,2026-04-23,present,100,Class C,Mathematics,manual,,23,0,2026-04-23T09:24:00Z
rec-001234,student-034,Student 34,2024-CS-034,2026-04-23,present,94.52,Class B,Physics,yolo-arcface,cam-classroom-01,4,109.7,2026-04-23T09:23:00Z
rec-001235,student-035,Student 35,2024-CS-035,2026-04-23,late,86.54,Class A,Computer Science,face-api,cam-classroom-01,5,129.5,2026-04-23T09:43:00Z
rec-001236,student-036,Student 36,2024-CS-036,2026-04-23,present,92.14,Class A,Physics,face-api,cam-classroom-01,6,141.9,2026-04-23T09:26:00Z
rec-001237,student-037,Student 37,2024-CS-037,2026-04-23,present,81.18,Class A,Chemistry,yolo-arcface,cam-classroom-02,13,96.0,2026-04-23T09:27:00Z
rec-001238,student-038,Student 38,2024-CS-038,2026-04-23,present,90.52,Class B,Computer Science,face-api,cam-classroom-01,6,104.7,2026-04-23T09:24:00Z
rec-001239,student-039,Student 39,2024-CS-039,2026-04-23,present,94.91,Class C,Computer Science,face-api,cam-classroom-01,5,102.3,2026-04-23T09:04:00Z
rec-001240,student-040,Student 40,2024-CS-040,2026-04-23,late,82.59,Class A,Chemistry,yolo-arcface,cam-lab-01,12,125.2,2026-04-23T09:10:00Z
rec-001241,student-041,Student 41,2024-CS-041,2026-04-23,present,84.98,Class B,Physics,face-api,cam-classroom-02,22,94.6,2026-04-23T09:11:00Z
rec-001242,student-042,Student 42,2024-CS-042,2026-04-23,present,99.56,Class C,English,manual,,13,0,2026-04-23T09:04:00Z
rec-001243,student-043,Student 43,2024-CS-043,2026-04-23,present,85.82,Class C,Physics,yolo-arcface,cam-lab-01,19,86.6,2026-04-23T09:37:00Z
rec-001244,student-044,Student 44,2024-CS-044,2026-04-23,present,93.24,Class A,English,face-api,cam-classroom-01,12,120.7,2026-04-23T09:39:00Z
rec-001245,student-045,Student 45,2024-CS-045,2026-04-23,present,96.58,Class B,Physics,face-api,cam-lab-01,7,155.8,2026-04-23T09:02:00Z
rec-001246,student-046,Student 46,2024-CS-046,2026-04-23,present,89.23,Class A,Computer Science,yolo-arcface,cam-classroom-02,13,1.8,2026-04-23T09:41:00Z
rec-001247,student-047,Student 47,2024-CS-047,2026-04-23,present,100,Class B,Mathematics,yolo-arcface,cam-classroom-01,23,137.5,2026-04-23T09:54:00Z
rec-001248,student-048,Student 48,2024-CS-048,2026-04-23,present,89.76,Class A,Physics,face-api,cam-lab-01,24,142.7,2026-04-23T09:55:00Z
rec-001249,student-049,Student 49,2024-CS-049,2026-04-23,present,89.18,Class B,Mathematics,face-api,cam-classroom-01,5,158.9,2026-04-23T09:03:00Z
rec-001250,student-050,Student 50,2024-CS-050,2026-04-23,present,94.55,Class C,Chemistry,face-api,cam-classroom-01,8,141.0,2026-04-23T09:15:00Z
rec-001251,student-001,Student 1,2024-CS-001,2026-04-24,present,85.98,Class A,English,face-api,cam-classroom-01,9,140.1,2026-04-24T09:38:00Z
rec-001252,student-002,Student 2,2024-CS-002,2026-04-24,present,90.56,Class B,English,manual,,9,0,2026-04-24T09:05:00Z
rec-001253,student-003,Student 3,2024-CS-003,2026-04-24,absent,45.96,Class B,English,manual,,0,0,2026-04-24T09:24:00Z
rec-001254,student-004,Student 4,2024-CS-004,2026-04-24,present,85.36,Class A,English,manual,,16,0,2026-04-24T09:01:00Z
rec-001255,student-005,Student 5,2024-CS-005,2026-04-24,present,94.56,Class C,Chemistry,yolo-arcface,cam-classroom-01,5,125.0,2026-04-24T09:35:00Z
rec-001256,student-006,Student 6,2024-CS-006,2026-04-24,present,78.48,Class B,Chemistry,yolo-arcface,cam-lab-01,15,77.2,2026-04-24T09:30:00Z
rec-001257,student-007,Student 7,2024-CS-007,2026-04-24,present,93.49,Class A,Mathematics,face-api,cam-classroom-01,25,97.2,2026-04-24T09:55:00Z
rec-001258,student-008,Student 8,2024-CS-008,2026-04-24,present,92.67,Class B,English,manual,,14,0,2026-04-24T09:59:00Z
rec-001259,student-009,Student 9,2024-CS-009,2026-04-24,present,84.21,Class B,Chemistry,yolo-arcface,cam-classroom-01,18,160.5,2026-04-24T09:26:00Z
rec-001260,student-010,Student 10,2024-CS-010,2026-04-24,late,92.12,Class A,English,manual,,8,0,2026-04-24T09:16:00Z
rec-001261,student-011,Student 11,2024-CS-011,2026-04-24,present,91.85,Class C,English,manual,,14,0,2026-04-24T09:40:00Z
rec-001262,student-012,Student 12,2024-CS-012,2026-04-24,present,89.13,Class A,English,yolo-arcface,cam-classroom-01,10,65.2,2026-04-24T09:58:00Z
rec-001263,student-013,Student 13,2024-CS-013,2026-04-24,present,85.87,Class C,Physics,manual,,24,0,2026-04-24T09:16:00Z
rec-001264,student-014,Student 14,2024-CS-014,2026-04-24,present,85.39,Class B,Physics,manual,,7,0,2026-04-24T09:38:00Z
rec-001265,student-015,Student 15,2024-CS-015,2026-04-24,present,90.14,Class C,English,face-api,cam-classroom-02,5,99.8,2026-04-24T09:45:00Z
rec-001266,student-016,Student 16,2024-CS-016,2026-04-24,present,97.9,Class A,English,face-api,cam-classroom-02,16,91.8,2026-04-24T09:44:00Z
rec-001267,student-017,Student 17,2024-CS-017,2026-04-24,present,100,Class B,English,yolo-arcface,cam-lab-01,21,108.2,2026-04-24T09:55:00Z
rec-001268,student-018,Student 18,2024-CS-018,2026-04-24,present,85.19,Class B,Physics,yolo-arcface,cam-lab-01,7,67.7,2026-04-24T09:25:00Z
rec-001269,student-019,Student 19,2024-CS-019,2026-04-24,present,95.64,Class A,Mathematics,yolo-arcface,cam-lab-01,3,121.0,2026-04-24T09:26:00Z
rec-001270,student-020,Student 20,2024-CS-020,2026-04-24,present,86.49,Class B,Physics,face-api,cam-lab-01,8,66.3,2026-04-24T09:08:00Z
rec-001271,student-021,Student 21,2024-CS-021,2026-04-24,present,98.06,Class A,Physics,yolo-arcface,cam-classroom-01,21,208.7,2026-04-24T09:03:00Z
rec-001272,student-022,Student 22,2024-CS-022,2026-04-24,present,93.42,Class C,Chemistry,yolo-arcface,cam-classroom-01,17,95.7,2026-04-24T09:55:00Z
rec-001273,student-023,Student 23,2024-CS-023,2026-04-24,present,94.23,Class A,Computer Science,face-api,cam-classroom-01,11,128.1,2026-04-24T09:37:00Z
rec-001274,student-024,Student 24,2024-CS-024,2026-04-24,present,81.9,Class B,Mathematics,face-api,cam-lab-01,4,126.3,2026-04-24T09:37:00Z
rec-001275,student-025,Student 25,2024-CS-025,2026-04-24,present,95.99,Class C,Chemistry,face-api,cam-classroom-02,15,127.2,2026-04-24T09:59:00Z
rec-001276,student-026,Student 26,2024-CS-026,2026-04-24,present,92.35,Class C,Computer Science,yolo-arcface,cam-classroom-02,14,65.6,2026-04-24T09:52:00Z
rec-001277,student-027,Student 27,2024-CS-027,2026-04-24,present,88.11,Class B,Computer Science,manual,,4,0,2026-04-24T09:51:00Z
rec-001278,student-028,Student 28,2024-CS-028,2026-04-24,present,96.63,Class A,Mathematics,yolo-arcface,cam-lab-01,25,58.0,2026-04-24T09:07:00Z
rec-001279,student-029,Student 29,2024-CS-029,2026-04-24,late,96.79,Class B,Chemistry,yolo-arcface,cam-lab-01,25,120.3,2026-04-24T09:42:00Z
rec-001280,student-030,Student 30,2024-CS-030,2026-04-24,late,81.95,Class C,Physics,manual,,16,0,2026-04-24T09:00:00Z
rec-001281,student-031,Student 31,2024-CS-031,2026-04-24,absent,56.48,Class A,Computer Science,manual,,0,0,2026-04-24T09:55:00Z
rec-001282,student-032,Student 32,2024-CS-032,2026-04-24,present,89.11,Class C,English,manual,,13,0,2026-04-24T09:14:00Z
rec-001283,student-033,Student 33,2024-CS-033,2026-04-24,present,85.31,Class B,English,face-api,cam-lab-01,14,152.3,2026-04-24T09:54:00Z
rec-001284,student-034,Student 34,2024-CS-034,2026-04-24,present,96.78,Class C,Physics,manual,,9,0,2026-04-24T09:55:00Z
rec-001285,student-035,Student 35,2024-CS-035,2026-04-24,present,95.49,Class C,Mathematics,manual,,25,0,2026-04-24T09:08:00Z
rec-001286,student-036,Student 36,2024-CS-036,2026-04-24,present,100,Class A,English,manual,,17,0,2026-04-24T09:07:00Z
rec-001287,student-037,Student 37,2024-CS-037,2026-04-24,present,97.9,Class A,Physics,manual,,10,0,2026-04-24T09:10:00Z
rec-001288,student-038,Student 38,2024-CS-038,2026-04-24,present,90.6,Class A,Physics,yolo-arcface,cam-classroom-02,25,105.4,2026-04-24T09:57:00Z
rec-001289,student-039,Student 39,2024-CS-039,2026-04-24,present,90.19,Class C,Mathematics,manual,,18,0,2026-04-24T09:42:00Z
rec-001290,student-040,Student 40,2024-CS-040,2026-04-24,present,100,Class C,English,manual,,23,0,2026-04-24T09:05:00Z
rec-001291,student-041,Student 41,2024-CS-041,2026-04-24,present,89.88,Class A,Computer Science,manual,,22,0,2026-04-24T09:24:00Z
rec-001292,student-042,Student 42,2024-CS-042,2026-04-24,late,92.94,Class C,Chemistry,manual,,15,0,2026-04-24T09:54:00Z
rec-001293,student-043,Student 43,2024-CS-043,2026-04-24,present,92.48,Class A,Mathematics,yolo-arcface,cam-classroom-02,5,150.8,2026-04-24T09:47:00Z
rec-001294,student-044,Student 44,2024-CS-044,2026-04-24,present,97.42,Class A,Computer Science,manual,,14,0,2026-04-24T09:24:00Z
rec-001295,student-045,Student 45,2024-CS-045,2026-04-24,present,100,Class B,English,face-api,cam-classroom-02,12,165.8,2026-04-24T09:49:00Z
rec-001296,student-046,Student 46,2024-CS-046,2026-04-24,present,94.82,Class C,Chemistry,manual,,7,0,2026-04-24T09:37:00Z
rec-001297,student-047,Student 47,2024-CS-047,2026-04-24,present,86.1,Class A,Computer Science,yolo-arcface,cam-classroom-01,13,150.4,2026-04-24T09:31:00Z
rec-001298,student-048,Student 48,2024-CS-048,2026-04-24,present,94.94,Class C,Mathematics,manual,,24,0,2026-04-24T09:38:00Z
rec-001299,student-049,Student 49,2024-CS-049,2026-04-24,present,95.92,Class A,Computer Science,manual,,25,0,2026-04-24T09:54:00Z
rec-001300,student-050,Student 50,2024-CS-050,2026-04-24,present,80.83,Class C,English,yolo-arcface,cam-classroom-01,12,130.2,2026-04-24T09:51:00Z
rec-001301,student-001,Student 1,2024-CS-001,2026-04-25,present,93.94,Class C,Mathematics,manual,,10,0,2026-04-25T09:59:00Z
rec-001302,student-002,Student 2,2024-CS-002,2026-04-25,late,83.14,Class C,Physics,face-api,cam-classroom-01,18,115.2,2026-04-25T09:35:00Z
rec-001303,student-003,Student 3,2024-CS-003,2026-04-25,present,86.99,Class B,English,yolo-arcface,cam-classroom-01,24,83.5,2026-04-25T09:33:00Z
rec-001304,student-004,Student 4,2024-CS-004,2026-04-25,present,92.92,Class C,English,yolo-arcface,cam-classroom-01,25,175.0,2026-04-25T09:08:00Z
rec-001305,student-005,Student 5,2024-CS-005,2026-04-25,present,87.67,Class C,Computer Science,manual,,4,0,2026-04-25T09:29:00Z
rec-001306,student-006,Student 6,2024-CS-006,2026-04-25,present,86.27,Class A,Physics,yolo-arcface,cam-classroom-01,12,99.9,2026-04-25T09:51:00Z
rec-001307,student-007,Student 7,2024-CS-007,2026-04-25,present,91.93,Class A,Physics,manual,,21,0,2026-04-25T09:24:00Z
